,IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,ObjectId,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall
1685,5,Nordrhein-Westfalen,SK Duisburg,A35-A59,W,4,0,209526,2020-03-19,05112,24.03.2020 00:00,0,0
1686,5,Nordrhein-Westfalen,SK Duisburg,A35-A59,W,5,0,209527,2020-03-20,05112,24.03.2020 00:00,0,0
1687,5,Nordrhein-Westfalen,SK Duisburg,A35-A59,W,3,0,209528,2020-03-21,05112,24.03.2020 00:00,1,0
1688,5,Nordrhein-Westfalen,SK Duisburg,A35-A59,W,4,0,209529,2020-03-22,05112,24.03.2020 00:00,1,0
1689,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,M,3,0,209530,2020-03-16,05112,24.03.2020 00:00,0,0
1690,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,M,2,0,209531,2020-03-17,05112,24.03.2020 00:00,0,0
1691,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,M,2,0,209532,2020-03-19,05112,24.03.2020 00:00,0,0
1692,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,M,4,0,209533,2020-03-20,05112,24.03.2020 00:00,0,0
1693,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,M,1,0,209534,2020-03-20,05112,24.03.2020 00:00,1,0
1694,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,M,2,0,209535,2020-03-21,05112,24.03.2020 00:00,1,0
1695,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,W,2,0,209536,2020-03-18,05112,24.03.2020 00:00,0,0
1696,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,W,3,0,209537,2020-03-19,05112,24.03.2020 00:00,0,0
1697,5,Nordrhein-Westfalen,SK Duisburg,A60-A79,W,3,0,209538,2020-03-21,05112,24.03.2020 00:00,1,0
1698,5,Nordrhein-Westfalen,SK Duisburg,A80+,M,1,0,209539,2020-03-20,05112,24.03.2020 00:00,0,0
1699,5,Nordrhein-Westfalen,SK Duisburg,A80+,M,1,0,209540,2020-03-21,05112,24.03.2020 00:00,1,0
1700,5,Nordrhein-Westfalen,SK Duisburg,A80+,W,1,0,209541,2020-03-20,05112,24.03.2020 00:00,0,0
1701,5,Nordrhein-Westfalen,SK Essen,A00-A04,M,1,0,209542,2020-03-19,05113,24.03.2020 00:00,0,0
1702,5,Nordrhein-Westfalen,SK Essen,A05-A14,M,1,0,209543,2020-03-13,05113,24.03.2020 00:00,0,0
1703,5,Nordrhein-Westfalen,SK Essen,A05-A14,M,1,0,209544,2020-03-19,05113,24.03.2020 00:00,0,0
1704,5,Nordrhein-Westfalen,SK Essen,A05-A14,W,1,0,209545,2020-03-19,05113,24.03.2020 00:00,0,0
1705,5,Nordrhein-Westfalen,SK Essen,A15-A34,M,4,0,209546,2020-03-12,05113,24.03.2020 00:00,0,0
1706,5,Nordrhein-Westfalen,SK Essen,A15-A34,M,1,0,209547,2020-03-13,05113,24.03.2020 00:00,0,0
1707,5,Nordrhein-Westfalen,SK Essen,A15-A34,M,9,0,209548,2020-03-15,05113,24.03.2020 00:00,0,0
1708,5,Nordrhein-Westfalen,SK Essen,A15-A34,M,13,0,209549,2020-03-19,05113,24.03.2020 00:00,0,0
1709,5,Nordrhein-Westfalen,SK Essen,A15-A34,M,5,0,209550,2020-03-21,05113,24.03.2020 00:00,1,0
1710,5,Nordrhein-Westfalen,SK Essen,A15-A34,M,2,0,209551,2020-03-23,05113,24.03.2020 00:00,1,0
1711,5,Nordrhein-Westfalen,SK Essen,A15-A34,W,1,0,209552,2020-03-07,05113,24.03.2020 00:00,0,0
1712,5,Nordrhein-Westfalen,SK Essen,A15-A34,W,3,0,209553,2020-03-15,05113,24.03.2020 00:00,0,0
1713,5,Nordrhein-Westfalen,SK Essen,A15-A34,W,5,0,209554,2020-03-19,05113,24.03.2020 00:00,0,0
1714,5,Nordrhein-Westfalen,SK Essen,A15-A34,W,10,0,209555,2020-03-21,05113,24.03.2020 00:00,1,0
1715,5,Nordrhein-Westfalen,SK Essen,A15-A34,W,1,0,209556,2020-03-22,05113,24.03.2020 00:00,1,0
1716,5,Nordrhein-Westfalen,SK Essen,A15-A34,W,2,0,209557,2020-03-23,05113,24.03.2020 00:00,1,0
1717,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,1,0,209558,2020-03-07,05113,24.03.2020 00:00,0,0
1718,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,1,0,209559,2020-03-12,05113,24.03.2020 00:00,0,0
1719,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,4,0,209560,2020-03-13,05113,24.03.2020 00:00,0,0
1720,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,10,0,209561,2020-03-15,05113,24.03.2020 00:00,0,0
1721,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,25,0,209562,2020-03-19,05113,24.03.2020 00:00,0,0
1722,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,14,0,209563,2020-03-21,05113,24.03.2020 00:00,1,0
1723,5,Nordrhein-Westfalen,SK Essen,A35-A59,M,4,0,209564,2020-03-23,05113,24.03.2020 00:00,1,0
1724,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,1,0,209565,2020-03-02,05113,24.03.2020 00:00,0,0
1725,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,1,0,209566,2020-03-07,05113,24.03.2020 00:00,0,0
1726,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,1,0,209567,2020-03-12,05113,24.03.2020 00:00,0,0
1727,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,1,0,209568,2020-03-13,05113,24.03.2020 00:00,0,0
1728,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,14,0,209569,2020-03-15,05113,24.03.2020 00:00,0,0
1729,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,21,0,209570,2020-03-19,05113,24.03.2020 00:00,0,0
1730,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,7,0,209571,2020-03-21,05113,24.03.2020 00:00,1,0
1731,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,1,0,209572,2020-03-22,05113,24.03.2020 00:00,1,0
1732,5,Nordrhein-Westfalen,SK Essen,A35-A59,W,6,0,209573,2020-03-23,05113,24.03.2020 00:00,1,0
1733,5,Nordrhein-Westfalen,SK Essen,A60-A79,M,4,0,209574,2020-03-15,05113,24.03.2020 00:00,0,0
1734,5,Nordrhein-Westfalen,SK Essen,A60-A79,M,6,0,209575,2020-03-19,05113,24.03.2020 00:00,0,0
1735,5,Nordrhein-Westfalen,SK Essen,A60-A79,M,6,0,209576,2020-03-21,05113,24.03.2020 00:00,1,0
1736,5,Nordrhein-Westfalen,SK Essen,A60-A79,M,2,0,209577,2020-03-22,05113,24.03.2020 00:00,1,0
1737,5,Nordrhein-Westfalen,SK Essen,A60-A79,M,6,0,209578,2020-03-23,05113,24.03.2020 00:00,1,0
1738,5,Nordrhein-Westfalen,SK Essen,A60-A79,W,4,0,209579,2020-03-19,05113,24.03.2020 00:00,0,0
1739,5,Nordrhein-Westfalen,SK Essen,A60-A79,W,1,0,209580,2020-03-21,05113,24.03.2020 00:00,1,0
1740,5,Nordrhein-Westfalen,SK Essen,A60-A79,W,1,0,209581,2020-03-22,05113,24.03.2020 00:00,1,0
1741,5,Nordrhein-Westfalen,SK Essen,A60-A79,W,4,0,209582,2020-03-23,05113,24.03.2020 00:00,1,0
1742,5,Nordrhein-Westfalen,SK Essen,A80+,M,2,0,209583,2020-03-21,05113,24.03.2020 00:00,1,0
1743,5,Nordrhein-Westfalen,SK Essen,A80+,M,1,0,209584,2020-03-22,05113,24.03.2020 00:00,1,0
1744,5,Nordrhein-Westfalen,SK Essen,A80+,M,1,0,209585,2020-03-23,05113,24.03.2020 00:00,1,0
1745,5,Nordrhein-Westfalen,SK Essen,A80+,W,1,1,209586,2020-03-07,05113,24.03.2020 00:00,0,0
1746,5,Nordrhein-Westfalen,SK Essen,A80+,W,2,0,209587,2020-03-22,05113,24.03.2020 00:00,1,0
1747,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,M,2,0,209588,2020-03-14,05114,24.03.2020 00:00,0,0
1748,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,M,1,0,209589,2020-03-15,05114,24.03.2020 00:00,0,0
1749,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,M,1,0,209590,2020-03-17,05114,24.03.2020 00:00,0,0
1750,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,M,1,0,209591,2020-03-20,05114,24.03.2020 00:00,0,0
1751,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,M,2,0,209592,2020-03-21,05114,24.03.2020 00:00,1,0
1752,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,W,1,0,209593,2020-03-11,05114,24.03.2020 00:00,0,0
1753,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,W,1,0,209594,2020-03-15,05114,24.03.2020 00:00,0,0
1754,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,W,1,0,209595,2020-03-19,05114,24.03.2020 00:00,0,0
1755,5,Nordrhein-Westfalen,SK Krefeld,A15-A34,W,2,0,209596,2020-03-21,05114,24.03.2020 00:00,1,0
1756,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,1,0,209597,2020-03-10,05114,24.03.2020 00:00,0,0
1757,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,3,0,209598,2020-03-11,05114,24.03.2020 00:00,0,0
1758,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,4,0,209599,2020-03-13,05114,24.03.2020 00:00,0,0
1759,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,5,0,209600,2020-03-14,05114,24.03.2020 00:00,0,0
1760,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,1,0,209601,2020-03-16,05114,24.03.2020 00:00,0,0
1761,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,4,0,209602,2020-03-17,05114,24.03.2020 00:00,0,0
1762,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,2,0,209603,2020-03-19,05114,24.03.2020 00:00,0,0
1763,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,5,0,209604,2020-03-20,05114,24.03.2020 00:00,0,0
1764,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,M,3,0,209605,2020-03-21,05114,24.03.2020 00:00,1,0
1765,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,3,0,209606,2020-03-11,05114,24.03.2020 00:00,0,0
1766,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,2,0,209607,2020-03-12,05114,24.03.2020 00:00,0,0
1767,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,2,0,209608,2020-03-13,05114,24.03.2020 00:00,0,0
1768,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,1,0,209609,2020-03-14,05114,24.03.2020 00:00,0,0
1769,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,1,0,209610,2020-03-18,05114,24.03.2020 00:00,0,0
1770,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,3,0,209611,2020-03-20,05114,24.03.2020 00:00,0,0
1771,5,Nordrhein-Westfalen,SK Krefeld,A35-A59,W,2,0,209612,2020-03-21,05114,24.03.2020 00:00,1,0
1772,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,M,1,0,209613,2020-03-16,05114,24.03.2020 00:00,0,0
1773,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,M,2,0,209614,2020-03-18,05114,24.03.2020 00:00,0,0
1774,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,M,1,0,209615,2020-03-19,05114,24.03.2020 00:00,0,0
1775,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,M,1,0,209616,2020-03-21,05114,24.03.2020 00:00,1,0
1776,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,W,1,0,209617,2020-03-12,05114,24.03.2020 00:00,0,0
1777,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,W,1,0,209618,2020-03-14,05114,24.03.2020 00:00,0,0
1778,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,W,1,0,209619,2020-03-16,05114,24.03.2020 00:00,0,0
1779,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,W,1,0,209620,2020-03-18,05114,24.03.2020 00:00,0,0
1780,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,W,1,0,209621,2020-03-19,05114,24.03.2020 00:00,0,0
1781,5,Nordrhein-Westfalen,SK Krefeld,A60-A79,W,2,0,209622,2020-03-21,05114,24.03.2020 00:00,1,0
1782,5,Nordrhein-Westfalen,SK Krefeld,A80+,M,1,0,209623,2020-03-15,05114,24.03.2020 00:00,0,0
1783,5,Nordrhein-Westfalen,SK Krefeld,A80+,W,1,0,209624,2020-03-16,05114,24.03.2020 00:00,0,0
1784,5,Nordrhein-Westfalen,SK Mönchengladbach,A00-A04,M,1,0,209625,2020-03-19,05116,24.03.2020 00:00,0,0
1785,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,M,1,0,209626,2020-03-10,05116,24.03.2020 00:00,0,0
1786,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,M,2,0,209627,2020-03-12,05116,24.03.2020 00:00,0,0
1787,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,M,2,0,209628,2020-03-14,05116,24.03.2020 00:00,0,0
1788,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,M,1,0,209629,2020-03-18,05116,24.03.2020 00:00,0,0
1789,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,M,4,0,209630,2020-03-19,05116,24.03.2020 00:00,0,0
1790,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,M,1,0,209631,2020-03-20,05116,24.03.2020 00:00,0,0
1791,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,W,1,0,209632,2020-03-10,05116,24.03.2020 00:00,0,0
1792,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,W,1,0,209633,2020-03-12,05116,24.03.2020 00:00,0,0
1793,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,W,5,0,209634,2020-03-14,05116,24.03.2020 00:00,0,0
1794,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,W,2,0,209635,2020-03-19,05116,24.03.2020 00:00,0,0
1795,5,Nordrhein-Westfalen,SK Mönchengladbach,A15-A34,W,1,0,209636,2020-03-20,05116,24.03.2020 00:00,0,0
1796,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,2,0,209637,2020-03-10,05116,24.03.2020 00:00,0,0
1797,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,1,0,209638,2020-03-12,05116,24.03.2020 00:00,0,0
1798,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,4,0,209639,2020-03-13,05116,24.03.2020 00:00,0,0
1799,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,2,0,209640,2020-03-14,05116,24.03.2020 00:00,0,0
1800,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,1,0,209641,2020-03-17,05116,24.03.2020 00:00,0,0
1801,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,4,0,209642,2020-03-18,05116,24.03.2020 00:00,0,0
1802,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,3,0,209643,2020-03-19,05116,24.03.2020 00:00,0,0
1803,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,M,6,0,209644,2020-03-20,05116,24.03.2020 00:00,0,0
1804,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,W,2,0,209645,2020-03-10,05116,24.03.2020 00:00,0,0
1805,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,W,2,0,209646,2020-03-14,05116,24.03.2020 00:00,0,0
1806,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,W,4,0,209647,2020-03-17,05116,24.03.2020 00:00,0,0
1807,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,W,2,0,209648,2020-03-18,05116,24.03.2020 00:00,0,0
1808,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,W,2,0,209649,2020-03-19,05116,24.03.2020 00:00,0,0
1809,5,Nordrhein-Westfalen,SK Mönchengladbach,A35-A59,W,3,0,209650,2020-03-20,05116,24.03.2020 00:00,0,0
1810,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,1,0,209651,2020-03-06,05116,24.03.2020 00:00,0,0
1811,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,1,0,209652,2020-03-12,05116,24.03.2020 00:00,0,0
1812,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,3,0,209653,2020-03-14,05116,24.03.2020 00:00,0,0
1813,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,1,0,209654,2020-03-16,05116,24.03.2020 00:00,0,0
1814,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,3,0,209655,2020-03-17,05116,24.03.2020 00:00,0,0
1815,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,1,0,209656,2020-03-18,05116,24.03.2020 00:00,0,0
1816,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,M,1,0,209657,2020-03-19,05116,24.03.2020 00:00,0,0
1817,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,W,1,0,209658,2020-03-10,05116,24.03.2020 00:00,0,0
1818,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,W,1,0,209659,2020-03-13,05116,24.03.2020 00:00,0,0
1819,5,Nordrhein-Westfalen,SK Mönchengladbach,A60-A79,W,1,0,209660,2020-03-19,05116,24.03.2020 00:00,0,0
1820,5,Nordrhein-Westfalen,SK Mönchengladbach,unbekannt,unbekannt,2,0,209661,2020-03-14,05116,24.03.2020 00:00,0,0
1821,5,Nordrhein-Westfalen,SK Mönchengladbach,unbekannt,W,1,0,209662,2020-03-13,05116,24.03.2020 00:00,0,0
1822,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A15-A34,M,2,0,209663,2020-03-11,05117,24.03.2020 00:00,0,0
1823,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A15-A34,M,1,0,209664,2020-03-19,05117,24.03.2020 00:00,0,0
1824,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A15-A34,M,1,0,209665,2020-03-20,05117,24.03.2020 00:00,0,0
1825,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A15-A34,M,1,0,209666,2020-03-21,05117,24.03.2020 00:00,0,0
1826,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A15-A34,W,2,0,209667,2020-03-11,05117,24.03.2020 00:00,0,0
1827,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A15-A34,W,2,0,209668,2020-03-19,05117,24.03.2020 00:00,0,0
1828,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,1,0,209669,2020-03-12,05117,24.03.2020 00:00,0,0
1829,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,1,0,209670,2020-03-13,05117,24.03.2020 00:00,0,0
1830,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,1,0,209671,2020-03-16,05117,24.03.2020 00:00,0,0
1831,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,3,0,209672,2020-03-17,05117,24.03.2020 00:00,0,0
1832,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,2,0,209673,2020-03-18,05117,24.03.2020 00:00,0,0
1833,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,2,0,209674,2020-03-19,05117,24.03.2020 00:00,0,0
1834,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,M,1,0,209675,2020-03-20,05117,24.03.2020 00:00,0,0
1835,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,W,2,0,209676,2020-03-13,05117,24.03.2020 00:00,0,0
1836,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,W,1,0,209677,2020-03-16,05117,24.03.2020 00:00,0,0
1837,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,W,3,0,209678,2020-03-20,05117,24.03.2020 00:00,0,0
1838,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A35-A59,W,1,0,209679,2020-03-21,05117,24.03.2020 00:00,0,0
1839,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A60-A79,M,1,0,209680,2020-03-17,05117,24.03.2020 00:00,0,0
1840,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A60-A79,M,1,0,209681,2020-03-18,05117,24.03.2020 00:00,0,0
1841,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A60-A79,M,1,0,209682,2020-03-19,05117,24.03.2020 00:00,0,0
1842,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A60-A79,M,1,0,209683,2020-03-21,05117,24.03.2020 00:00,0,0
1843,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A60-A79,W,1,0,209684,2020-03-19,05117,24.03.2020 00:00,0,0
1844,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A60-A79,W,1,0,209685,2020-03-21,05117,24.03.2020 00:00,0,0
1845,5,Nordrhein-Westfalen,SK Mülheim a.d.Ruhr,A80+,W,1,0,209686,2020-03-19,05117,24.03.2020 00:00,0,0
1846,5,Nordrhein-Westfalen,SK Oberhausen,A15-A34,W,1,0,209687,2020-03-12,05119,24.03.2020 00:00,0,0
1847,5,Nordrhein-Westfalen,SK Oberhausen,A15-A34,W,3,0,209688,2020-03-18,05119,24.03.2020 00:00,0,0
1848,5,Nordrhein-Westfalen,SK Oberhausen,A15-A34,W,1,0,209689,2020-03-22,05119,24.03.2020 00:00,1,0
1849,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,1,0,209690,2020-03-11,05119,24.03.2020 00:00,0,0
1850,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,3,0,209691,2020-03-12,05119,24.03.2020 00:00,0,0
1851,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,3,0,209692,2020-03-13,05119,24.03.2020 00:00,0,0
1852,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,1,0,209693,2020-03-14,05119,24.03.2020 00:00,0,0
1853,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,1,0,209694,2020-03-16,05119,24.03.2020 00:00,0,0
1854,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,3,0,209695,2020-03-17,05119,24.03.2020 00:00,0,0
1855,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,4,0,209696,2020-03-18,05119,24.03.2020 00:00,0,0
1856,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,M,1,0,209697,2020-03-19,05119,24.03.2020 00:00,0,0
1857,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,1,0,209698,2020-03-11,05119,24.03.2020 00:00,0,0
1858,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,1,0,209699,2020-03-12,05119,24.03.2020 00:00,0,0
1859,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,1,0,209700,2020-03-14,05119,24.03.2020 00:00,0,0
1860,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,1,0,209701,2020-03-17,05119,24.03.2020 00:00,0,0
1861,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,2,0,209702,2020-03-18,05119,24.03.2020 00:00,0,0
1862,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,2,0,209703,2020-03-19,05119,24.03.2020 00:00,0,0
1863,5,Nordrhein-Westfalen,SK Oberhausen,A35-A59,W,1,0,209704,2020-03-20,05119,24.03.2020 00:00,0,0
1864,5,Nordrhein-Westfalen,SK Oberhausen,A60-A79,M,4,0,209705,2020-03-19,05119,24.03.2020 00:00,0,0
1865,5,Nordrhein-Westfalen,SK Oberhausen,A60-A79,W,1,0,209706,2020-03-19,05119,24.03.2020 00:00,0,0
1866,5,Nordrhein-Westfalen,SK Oberhausen,A60-A79,W,1,0,209707,2020-03-22,05119,24.03.2020 00:00,1,0
1867,5,Nordrhein-Westfalen,SK Remscheid,A05-A14,M,1,0,209708,2020-03-20,05120,24.03.2020 00:00,0,0
1868,5,Nordrhein-Westfalen,SK Remscheid,A15-A34,M,1,0,209709,2020-03-12,05120,24.03.2020 00:00,0,0
1869,5,Nordrhein-Westfalen,SK Remscheid,A15-A34,M,1,0,209710,2020-03-19,05120,24.03.2020 00:00,0,0
1870,5,Nordrhein-Westfalen,SK Remscheid,A15-A34,W,1,0,209711,2020-03-11,05120,24.03.2020 00:00,0,0
1871,5,Nordrhein-Westfalen,SK Remscheid,A15-A34,W,3,0,209712,2020-03-22,05120,24.03.2020 00:00,0,0
1872,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,M,1,0,209713,2020-03-10,05120,24.03.2020 00:00,0,0
1873,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,M,1,0,209714,2020-03-12,05120,24.03.2020 00:00,0,0
1874,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,M,1,0,209715,2020-03-14,05120,24.03.2020 00:00,0,0
1875,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,M,2,0,209716,2020-03-17,05120,24.03.2020 00:00,0,0
1876,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,M,1,0,209717,2020-03-19,05120,24.03.2020 00:00,0,0
1877,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,M,3,0,209718,2020-03-22,05120,24.03.2020 00:00,0,0
1878,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,W,1,0,209719,2020-03-10,05120,24.03.2020 00:00,0,0
1879,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,W,1,0,209720,2020-03-16,05120,24.03.2020 00:00,0,0
1880,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,W,1,0,209721,2020-03-18,05120,24.03.2020 00:00,0,0
1881,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,W,4,0,209722,2020-03-19,05120,24.03.2020 00:00,0,0
1882,5,Nordrhein-Westfalen,SK Remscheid,A35-A59,W,2,0,209723,2020-03-22,05120,24.03.2020 00:00,0,0
1883,5,Nordrhein-Westfalen,SK Remscheid,A60-A79,M,1,0,209724,2020-03-10,05120,24.03.2020 00:00,0,0
1884,5,Nordrhein-Westfalen,SK Remscheid,A60-A79,M,1,0,209725,2020-03-18,05120,24.03.2020 00:00,0,0
1885,5,Nordrhein-Westfalen,SK Remscheid,A60-A79,M,1,0,209726,2020-03-22,05120,24.03.2020 00:00,0,0
1886,5,Nordrhein-Westfalen,SK Remscheid,A60-A79,W,1,0,209727,2020-03-10,05120,24.03.2020 00:00,0,0
1887,5,Nordrhein-Westfalen,SK Remscheid,A60-A79,W,1,0,209728,2020-03-22,05120,24.03.2020 00:00,0,0
1888,5,Nordrhein-Westfalen,SK Solingen,A05-A14,W,1,0,209729,2020-03-17,05122,24.03.2020 00:00,0,0
1889,5,Nordrhein-Westfalen,SK Solingen,A15-A34,M,2,0,209730,2020-03-17,05122,24.03.2020 00:00,0,0
1890,5,Nordrhein-Westfalen,SK Solingen,A15-A34,M,1,0,209731,2020-03-20,05122,24.03.2020 00:00,0,0
1891,5,Nordrhein-Westfalen,SK Solingen,A15-A34,W,2,0,209732,2020-03-17,05122,24.03.2020 00:00,0,0
